                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.69152,                0.43634,                 1.0728,                0.99367,                0.98747,                 0.9885,                0.84188,                0.92256,                0.45278,                 1.2139,               0.004918,               0.004918,               0.004918
                    157,                0.69524,                0.43926,                 1.0755,                0.99354,                0.98728,                0.98847,                 0.8416,                  0.922,                0.45274,                 1.2132,               0.004885,               0.004885,               0.004885
                    158,                 0.6833,                0.43755,                 1.0721,                0.99325,                0.98734,                0.98846,                0.84181,                0.92275,                 0.4543,                 1.2134,               0.004852,               0.004852,               0.004852
                    159,                0.69988,                0.43926,                 1.0792,                0.99317,                 0.9874,                0.98846,                0.84207,                 0.9226,                0.45588,                 1.2124,               0.004819,               0.004819,               0.004819
                    160,                0.69659,                0.43968,                 1.0758,                0.99315,                 0.9875,                0.98846,                0.84238,                0.92065,                0.45531,                 1.2112,               0.004786,               0.004786,               0.004786
                    161,                0.69787,                0.44168,                 1.0753,                0.99322,                0.98736,                 0.9885,                0.84249,                0.92001,                0.45658,                 1.2112,               0.004753,               0.004753,               0.004753
                    162,                0.69107,                0.43564,                 1.0737,                0.99333,                0.98758,                0.98848,                0.84206,                0.91984,                0.45682,                 1.2116,                0.00472,                0.00472,                0.00472
                    163,                0.69343,                0.43288,                 1.0719,                0.99329,                0.98756,                0.98848,                0.84228,                0.91933,                0.45735,                 1.2112,               0.004687,               0.004687,               0.004687
                    164,                0.69632,                0.43653,                 1.0739,                0.99392,                0.98727,                0.98851,                0.84228,                0.91894,                 0.4573,                 1.2107,               0.004654,               0.004654,               0.004654
                    165,                0.69574,                0.43561,                 1.0726,                0.99395,                0.98723,                0.98853,                 0.8418,                0.91852,                0.45517,                 1.2102,               0.004621,               0.004621,               0.004621
                    166,                0.69421,                0.43103,                 1.0696,                0.99386,                0.98729,                0.98853,                0.84185,                0.91779,                0.45402,                 1.2094,               0.004588,               0.004588,               0.004588
                    167,                0.68679,                0.43264,                 1.0753,                0.99411,                 0.9872,                0.98855,                0.84201,                0.91786,                0.45429,                 1.2099,               0.004555,               0.004555,               0.004555
                    168,                0.69056,                0.42908,                 1.0746,                0.99413,                0.98735,                0.98854,                0.84188,                0.91769,                0.45361,                 1.2098,               0.004522,               0.004522,               0.004522
                    169,                0.68516,                0.43287,                 1.0718,                0.99395,                 0.9873,                0.98853,                0.84206,                0.91772,                0.45359,                 1.2102,               0.004489,               0.004489,               0.004489
                    170,                0.69759,                0.43463,                 1.0726,                0.99416,                0.98729,                 0.9885,                0.84226,                0.91761,                0.45353,                 1.2098,               0.004456,               0.004456,               0.004456
                    171,                0.69398,                0.43618,                 1.0744,                0.99381,                0.98738,                0.98848,                0.84222,                0.91731,                0.45403,                 1.2096,               0.004423,               0.004423,               0.004423
                    172,                0.69405,                0.43807,                 1.0789,                0.99419,                0.98716,                0.98848,                0.84207,                0.91683,                0.45458,                 1.2097,                0.00439,                0.00439,                0.00439
                    173,                 0.6923,                0.42658,                 1.0716,                0.99427,                0.98695,                0.98848,                0.84233,                0.91681,                 0.4543,                 1.2092,               0.004357,               0.004357,               0.004357
                    174,                0.68845,                 0.4285,                 1.0689,                0.99428,                 0.9872,                0.98845,                 0.8424,                0.91682,                0.45396,                 1.2092,               0.004324,               0.004324,               0.004324
                    175,                0.69879,                0.43553,                 1.0727,                0.99428,                0.98723,                0.98844,                0.84309,                 0.9169,                0.45369,                 1.2094,               0.004291,               0.004291,               0.004291
                    176,                 0.6895,                0.42633,                 1.0689,                 0.9946,                0.98691,                0.98841,                0.84294,                0.91659,                0.45423,                 1.2092,               0.004258,               0.004258,               0.004258
                    177,                0.68332,                0.42187,                 1.0695,                0.99473,                0.98688,                0.98841,                0.84314,                0.91696,                0.45427,                 1.2096,               0.004225,               0.004225,               0.004225
                    178,                0.68761,                0.42525,                 1.0705,                0.99471,                0.98702,                0.98842,                0.84304,                0.91683,                0.45413,                 1.2098,               0.004192,               0.004192,               0.004192
                    179,                0.70166,                0.43152,                 1.0768,                0.99412,                0.98706,                0.98845,                0.84321,                0.91686,                0.45277,                 1.2095,               0.004159,               0.004159,               0.004159
                    180,                0.68386,                 0.4259,                 1.0607,                 0.9943,                0.98709,                0.98847,                0.84305,                0.91633,                0.45216,                 1.2093,               0.004126,               0.004126,               0.004126
                    181,                0.68413,                0.42073,                 1.0636,                0.99441,                  0.987,                0.98847,                0.84276,                0.91611,                0.45198,                 1.2094,               0.004093,               0.004093,               0.004093
                    182,                0.67961,                0.42272,                 1.0641,                0.99453,                0.98697,                0.98848,                0.84265,                 0.9164,                0.45227,                 1.2097,                0.00406,                0.00406,                0.00406
                    183,                0.68168,                0.42308,                 1.0674,                0.99463,                0.98698,                0.98848,                0.84289,                 0.9166,                0.45198,                 1.2098,               0.004027,               0.004027,               0.004027
                    184,                0.67648,                0.41782,                 1.0616,                0.99456,                0.98696,                0.98849,                0.84291,                0.91614,                0.45188,                 1.2095,               0.003994,               0.003994,               0.003994
                    185,                0.68309,                0.42054,                 1.0666,                0.99456,                0.98693,                0.98849,                0.84306,                0.91632,                0.45129,                 1.2097,               0.003961,               0.003961,               0.003961
                    186,                0.68756,                0.42464,                 1.0697,                0.99454,                0.98695,                0.98848,                0.84316,                0.91658,                0.45161,                 1.2098,               0.003928,               0.003928,               0.003928
                    187,                 0.6872,                0.42352,                 1.0732,                0.99448,                0.98709,                0.98854,                0.84319,                0.91672,                0.45165,                   1.21,               0.003895,               0.003895,               0.003895
                    188,                0.68513,                0.42126,                 1.0697,                0.99446,                0.98694,                0.98855,                0.84319,                0.91674,                0.45132,                 1.2103,               0.003862,               0.003862,               0.003862
                    189,                0.68138,                0.42358,                 1.0649,                0.99443,                0.98697,                0.98856,                 0.8434,                 0.9169,                0.45155,                 1.2105,               0.003829,               0.003829,               0.003829
                    190,                0.68463,                0.42278,                 1.0646,                0.99442,                0.98697,                0.98857,                0.84339,                0.91693,                0.45102,                 1.2106,               0.003796,               0.003796,               0.003796
                    191,                0.67786,                0.41718,                 1.0647,                0.99478,                0.98687,                0.98858,                0.84361,                 0.9174,                0.45113,                  1.211,               0.003763,               0.003763,               0.003763
                    192,                0.68241,                0.41731,                  1.066,                0.99465,                0.98689,                0.98858,                0.84369,                0.91774,                0.45139,                 1.2109,                0.00373,                0.00373,                0.00373
                    193,                0.67717,                0.41443,                 1.0624,                0.99462,                0.98689,                0.98859,                0.84366,                0.91784,                 0.4512,                 1.2113,               0.003697,               0.003697,               0.003697
                    194,                0.67672,                0.41507,                 1.0652,                0.99451,                 0.9869,                0.98861,                0.84357,                0.91808,                0.45102,                 1.2114,               0.003664,               0.003664,               0.003664
                    195,                0.67983,                0.41102,                  1.062,                0.99395,                0.98718,                 0.9886,                0.84389,                0.91819,                0.45136,                 1.2117,               0.003631,               0.003631,               0.003631
                    196,                0.68143,                0.41439,                 1.0656,                0.99411,                0.98707,                0.98861,                0.84345,                0.91847,                0.45153,                 1.2119,               0.003598,               0.003598,               0.003598
                    197,                0.67239,                0.41246,                 1.0562,                0.99418,                0.98707,                0.98863,                0.84353,                0.91867,                0.45136,                  1.212,               0.003565,               0.003565,               0.003565
                    198,                0.68088,                0.41747,                 1.0657,                0.99422,                0.98714,                0.98863,                0.84385,                0.91867,                0.45145,                 1.2121,               0.003532,               0.003532,               0.003532
                    199,                0.68454,                0.41453,                 1.0624,                0.99416,                0.98717,                0.98862,                 0.8439,                0.91864,                0.45128,                 1.2121,               0.003499,               0.003499,               0.003499
                    200,                0.68007,                0.41462,                 1.0646,                0.99399,                0.98717,                0.98863,                0.84397,                0.91861,                0.45163,                 1.2123,               0.003466,               0.003466,               0.003466
                    201,                0.67457,                0.40901,                 1.0613,                0.99402,                0.98718,                0.98863,                  0.844,                0.91867,                0.45136,                 1.2122,               0.003433,               0.003433,               0.003433
                    202,                 0.6753,                0.40649,                 1.0655,                0.99401,                0.98718,                0.98864,                0.84437,                0.91844,                0.45159,                 1.2119,                 0.0034,                 0.0034,                 0.0034
                    203,                0.67111,                 0.4072,                 1.0599,                0.99408,                0.98718,                0.98864,                0.84414,                0.91805,                0.45145,                 1.2117,               0.003367,               0.003367,               0.003367
                    204,                 0.6802,                0.40878,                 1.0621,                0.99417,                0.98718,                0.98859,                0.84399,                0.91768,                0.45147,                 1.2115,               0.003334,               0.003334,               0.003334
                    205,                0.67308,                0.40764,                 1.0614,                0.99393,                0.98722,                0.98859,                0.84416,                0.91757,                0.45105,                 1.2112,               0.003301,               0.003301,               0.003301
                    206,                0.67469,                0.40926,                 1.0602,                 0.9939,                0.98722,                 0.9886,                0.84454,                0.91754,                0.45059,                 1.2114,               0.003268,               0.003268,               0.003268
                    207,                0.67394,                0.40688,                 1.0586,                0.99419,                0.98718,                0.98861,                0.84463,                0.91729,                0.45035,                 1.2112,               0.003235,               0.003235,               0.003235
                    208,                0.67523,                 0.4052,                 1.0571,                0.99423,                0.98718,                0.98861,                0.84474,                0.91702,                0.45019,                 1.2107,               0.003202,               0.003202,               0.003202
                    209,                0.67176,                0.40369,                 1.0591,                0.99428,                0.98714,                0.98864,                0.84458,                0.91697,                0.45003,                 1.2108,               0.003169,               0.003169,               0.003169
                    210,                0.67105,                0.40607,                 1.0587,                 0.9943,                0.98712,                0.98865,                0.84451,                 0.9166,                 0.4497,                 1.2107,               0.003136,               0.003136,               0.003136
                    211,                0.67107,                0.40811,                 1.0574,                0.99438,                0.98713,                0.98865,                0.84469,                0.91626,                0.44953,                 1.2104,               0.003103,               0.003103,               0.003103
                    212,                0.67306,                0.40455,                 1.0591,                0.99438,                0.98712,                0.98865,                0.84473,                0.91603,                 0.4489,                 1.2101,                0.00307,                0.00307,                0.00307
                    213,                0.67124,                0.40778,                 1.0574,                0.99426,                0.98714,                0.98865,                0.84477,                0.91583,                0.44855,                 1.2101,               0.003037,               0.003037,               0.003037
                    214,                0.67123,                0.40484,                 1.0575,                0.99427,                0.98717,                0.98864,                0.84476,                0.91598,                0.44825,                   1.21,               0.003004,               0.003004,               0.003004
                    215,                0.67442,                0.40558,                 1.0595,                0.99428,                0.98717,                0.98864,                 0.8451,                0.91594,                0.44778,                   1.21,               0.002971,               0.002971,               0.002971
                    216,                0.66959,                0.40432,                 1.0594,                0.99426,                0.98719,                0.98865,                0.84503,                0.91578,                0.44739,                 1.2101,               0.002938,               0.002938,               0.002938
                    217,                0.66662,                0.40343,                 1.0579,                0.99426,                0.98718,                0.98865,                0.84509,                0.91565,                0.44728,                   1.21,               0.002905,               0.002905,               0.002905
                    218,                0.66192,                0.40154,                 1.0569,                0.99424,                0.98717,                0.98866,                0.84497,                0.91564,                0.44652,                 1.2099,               0.002872,               0.002872,               0.002872
                    219,                0.66878,                0.40211,                 1.0582,                0.99427,                0.98716,                0.98867,                0.84513,                0.91533,                0.44596,                 1.2096,               0.002839,               0.002839,               0.002839
                    220,                 0.6708,                0.39549,                 1.0553,                0.99431,                0.98722,                0.98869,                 0.8452,                0.91526,                 0.4458,                 1.2099,               0.002806,               0.002806,               0.002806
                    221,                0.67134,                  0.402,                 1.0613,                 0.9943,                0.98725,                0.98869,                 0.8452,                0.91508,                0.44546,                 1.2097,               0.002773,               0.002773,               0.002773
                    222,                0.67262,                0.40008,                 1.0557,                 0.9943,                0.98725,                0.98869,                0.84523,                0.91502,                0.44535,                 1.2096,                0.00274,                0.00274,                0.00274
                    223,                 0.6602,                0.39402,                  1.052,                 0.9943,                0.98725,                0.98868,                0.84516,                 0.9148,                0.44526,                 1.2095,               0.002707,               0.002707,               0.002707
                    224,                0.66511,                0.39947,                  1.057,                0.99386,                0.98732,                0.98868,                0.84523,                0.91479,                0.44499,                 1.2096,               0.002674,               0.002674,               0.002674
                    225,                0.66741,                0.39734,                 1.0597,                0.99386,                0.98749,                0.98868,                0.84528,                0.91493,                0.44471,                 1.2097,               0.002641,               0.002641,               0.002641
                    226,                0.67144,                0.39631,                 1.0573,                0.99386,                0.98749,                0.98868,                0.84531,                0.91497,                0.44455,                 1.2099,               0.002608,               0.002608,               0.002608
                    227,                0.66531,                0.39746,                 1.0586,                0.99391,                0.98728,                0.98868,                0.84529,                0.91457,                 0.4442,                 1.2094,               0.002575,               0.002575,               0.002575
                    228,                0.66664,                0.39542,                 1.0588,                0.99389,                0.98744,                0.98867,                0.84523,                0.91465,                0.44434,                 1.2096,               0.002542,               0.002542,               0.002542
                    229,                0.67014,                 0.3952,                 1.0574,                0.99391,                0.98749,                0.98867,                0.84513,                0.91475,                 0.4442,                 1.2097,               0.002509,               0.002509,               0.002509
                    230,                0.65999,                0.39151,                  1.052,                0.99388,                0.98759,                0.98866,                  0.845,                0.91468,                0.44402,                 1.2097,               0.002476,               0.002476,               0.002476
                    231,                0.66801,                0.39782,                 1.0584,                0.99398,                0.98758,                0.98865,                0.84504,                0.91474,                0.44399,                 1.2097,               0.002443,               0.002443,               0.002443
                    232,                0.66093,                0.39094,                 1.0528,                0.99399,                0.98754,                0.98865,                0.84482,                0.91486,                0.44423,                   1.21,                0.00241,                0.00241,                0.00241
                    233,                0.66155,                0.38992,                   1.05,                0.99399,                0.98756,                0.98867,                0.84507,                0.91446,                0.44384,                 1.2096,               0.002377,               0.002377,               0.002377
                    234,                0.65895,                0.38862,                  1.051,                  0.994,                0.98754,                0.98868,                  0.845,                0.91435,                0.44405,                 1.2096,               0.002344,               0.002344,               0.002344
                    235,                0.66901,                0.39831,                 1.0565,                0.99404,                0.98747,                0.98868,                0.84458,                0.91437,                0.44387,                 1.2096,               0.002311,               0.002311,               0.002311
                    236,                0.65961,                0.38987,                 1.0493,                0.99404,                0.98745,                0.98869,                0.84485,                0.91426,                0.44392,                 1.2097,               0.002278,               0.002278,               0.002278
                    237,                0.66227,                0.38966,                 1.0485,                0.99412,                0.98745,                0.98868,                0.84447,                0.91452,                0.44347,                 1.2097,               0.002245,               0.002245,               0.002245
                    238,                0.65791,                0.38766,                 1.0458,                0.99409,                0.98746,                0.98869,                0.84451,                0.91435,                0.44366,                 1.2096,               0.002212,               0.002212,               0.002212
                    239,                0.66664,                0.39412,                 1.0528,                0.99406,                0.98747,                0.98868,                0.84475,                0.91443,                0.44354,                 1.2096,               0.002179,               0.002179,               0.002179
                    240,                0.66278,                0.39212,                  1.052,                0.99409,                0.98748,                0.98869,                 0.8447,                0.91444,                 0.4435,                 1.2098,               0.002146,               0.002146,               0.002146
                    241,                0.65954,                0.38661,                 1.0501,                0.99411,                0.98749,                0.98868,                0.84458,                0.91443,                 0.4433,                 1.2096,               0.002113,               0.002113,               0.002113
                    242,                0.65867,                0.38944,                 1.0501,                0.99412,                 0.9875,                0.98869,                0.84438,                0.91427,                0.44327,                 1.2095,                0.00208,                0.00208,                0.00208
                    243,                0.65563,                0.38616,                 1.0527,                 0.9941,                 0.9876,                0.98868,                0.84443,                 0.9144,                0.44322,                 1.2097,               0.002047,               0.002047,               0.002047
                    244,                0.65843,                0.38441,                 1.0486,                0.99408,                0.98761,                0.98868,                 0.8446,                0.91422,                0.44295,                 1.2096,               0.002014,               0.002014,               0.002014
                    245,                0.66564,                0.39138,                 1.0524,                0.99418,                0.98765,                0.98868,                0.84462,                0.91417,                0.44276,                 1.2096,               0.001981,               0.001981,               0.001981
                    246,                0.66259,                0.38659,                  1.046,                0.99416,                0.98765,                0.98869,                0.84456,                0.91429,                 0.4428,                 1.2098,               0.001948,               0.001948,               0.001948
                    247,                0.66201,                0.38838,                 1.0513,                0.99417,                 0.9876,                0.98869,                0.84466,                0.91415,                0.44269,                 1.2096,               0.001915,               0.001915,               0.001915
                    248,                0.66187,                 0.3868,                 1.0517,                0.99418,                0.98759,                0.98869,                 0.8446,                0.91423,                0.44283,                 1.2097,               0.001882,               0.001882,               0.001882
                    249,                0.65793,                0.38194,                 1.0458,                0.99417,                0.98755,                0.98868,                0.84465,                0.91414,                0.44258,                 1.2097,               0.001849,               0.001849,               0.001849
                    250,                0.66198,                 0.3862,                 1.0504,                 0.9942,                0.98752,                0.98869,                0.84461,                0.91442,                0.44266,                   1.21,               0.001816,               0.001816,               0.001816
                    251,                0.65482,                0.38169,                 1.0482,                0.99425,                0.98751,                0.98872,                0.84474,                0.91447,                0.44259,                   1.21,               0.001783,               0.001783,               0.001783
                    252,                0.65453,                0.38263,                 1.0454,                0.99431,                0.98761,                0.98873,                0.84493,                0.91457,                0.44256,                 1.2102,                0.00175,                0.00175,                0.00175
                    253,                0.66348,                0.38703,                  1.052,                0.99433,                0.98763,                0.98873,                0.84458,                0.91448,                0.44223,                 1.2101,               0.001717,               0.001717,               0.001717
                    254,                0.65526,                0.38074,                 1.0477,                0.99433,                0.98764,                0.98874,                 0.8447,                0.91464,                0.44193,                 1.2102,               0.001684,               0.001684,               0.001684
                    255,                0.65598,                0.37917,                 1.0475,                0.99435,                0.98763,                0.98872,                0.84464,                0.91453,                0.44188,                 1.2103,               0.001651,               0.001651,               0.001651
                    256,                0.65833,                0.37981,                 1.0473,                0.99427,                0.98767,                0.98873,                0.84466,                0.91457,                0.44199,                 1.2104,               0.001618,               0.001618,               0.001618
                    257,                0.64903,                0.37669,                 1.0432,                 0.9943,                0.98768,                0.98873,                0.84453,                0.91473,                0.44221,                 1.2106,               0.001585,               0.001585,               0.001585
                    258,                0.66482,                 0.3832,                 1.0504,                 0.9942,                0.98771,                0.98873,                0.84464,                0.91463,                0.44202,                 1.2105,               0.001552,               0.001552,               0.001552
                    259,                0.65436,                0.38356,                 1.0471,                0.99424,                0.98763,                0.98873,                0.84467,                0.91449,                0.44174,                 1.2104,               0.001519,               0.001519,               0.001519
                    260,                0.65598,                0.37825,                 1.0469,                0.99436,                0.98758,                0.98874,                0.84469,                0.91448,                0.44199,                 1.2104,               0.001486,               0.001486,               0.001486
                    261,                0.64935,                0.37547,                 1.0434,                0.99416,                0.98763,                0.98874,                0.84437,                0.91433,                0.44207,                 1.2104,               0.001453,               0.001453,               0.001453
                    262,                0.65265,                0.37764,                 1.0452,                0.99434,                0.98759,                0.98874,                0.84466,                0.91429,                 0.4419,                 1.2103,                0.00142,                0.00142,                0.00142
                    263,                0.64866,                0.37856,                 1.0441,                 0.9942,                0.98764,                0.98874,                0.84439,                0.91451,                0.44173,                 1.2104,               0.001387,               0.001387,               0.001387
                    264,                0.65573,                0.37773,                  1.045,                0.99429,                 0.9876,                0.98874,                0.84451,                0.91436,                0.44164,                 1.2105,               0.001354,               0.001354,               0.001354
                    265,                0.64528,                0.37278,                 1.0448,                0.99416,                0.98764,                0.98873,                0.84455,                 0.9141,                0.44157,                 1.2103,               0.001321,               0.001321,               0.001321
                    266,                 0.6509,                 0.3756,                 1.0473,                0.99412,                0.98774,                0.98871,                0.84439,                 0.9139,                0.44138,                 1.2104,               0.001288,               0.001288,               0.001288
                    267,                0.64648,                0.37462,                 1.0446,                0.99412,                0.98769,                0.98871,                0.84451,                0.91387,                0.44125,                 1.2103,               0.001255,               0.001255,               0.001255
                    268,                0.65468,                0.37542,                 1.0427,                 0.9941,                0.98775,                0.98871,                0.84459,                0.91387,                0.44105,                 1.2102,               0.001222,               0.001222,               0.001222
                    269,                0.64346,                0.36713,                 1.0388,                0.99408,                0.98781,                0.98872,                 0.8448,                0.91377,                0.44118,                 1.2103,               0.001189,               0.001189,               0.001189
                    270,                 0.6471,                0.37152,                 1.0416,                0.99402,                0.98782,                0.98871,                0.84463,                0.91379,                0.44084,                 1.2103,               0.001156,               0.001156,               0.001156
                    271,                0.64197,                0.37044,                 1.0446,                0.99404,                0.98783,                0.98872,                0.84468,                0.91385,                0.44078,                 1.2102,               0.001123,               0.001123,               0.001123
                    272,                0.63925,                0.36767,                 1.0371,                0.99399,                0.98783,                0.98872,                0.84462,                0.91382,                0.44086,                 1.2103,                0.00109,                0.00109,                0.00109
                    273,                0.65103,                0.37077,                 1.0416,                0.99399,                0.98786,                0.98873,                0.84457,                0.91383,                0.44092,                 1.2102,               0.001057,               0.001057,               0.001057
                    274,                0.64891,                 0.3705,                 1.0438,                  0.994,                0.98786,                0.98873,                 0.8446,                 0.9137,                0.44078,                 1.2102,               0.001024,               0.001024,               0.001024
                    275,                0.64833,                0.36845,                 1.0445,                0.99399,                0.98789,                0.98872,                0.84489,                0.91369,                0.44067,                 1.2102,               0.000991,               0.000991,               0.000991
                    276,                0.64379,                0.36773,                 1.0403,                  0.994,                0.98788,                0.98872,                0.84492,                0.91371,                0.44077,                 1.2101,               0.000958,               0.000958,               0.000958
